LL,vloz,vloz na zaciatok,1200,0
LL,zmaz,zmaz na zaciatku,23900,1
LL,vloz,vloz na zaciatok,1200,0
LL,get/set,spristupni na indexe,500,1
LL,vloz,vloz na koniec,200,1
LL,zmaz,zmaz na indexe,500,2
LL,get/set,nastav na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,vloz,vloz na zaciatok,300,1
LL,get/set,nastav na indexe,100,2
LL,get/set,spristupni na indexe,100,2
LL,zmaz,zmaz na indexe,600,2
LL,zmaz,zmaz na indexe,200,1
LL,vloz,vloz na zaciatok,400,0
LL,zmaz,zmaz na konci,100,1
LL,vloz,vloz na zaciatok,300,0
LL,get/set,nastav na indexe,100,1
LL,zmaz,zmaz na zaciatku,200,1
LL,vloz,vloz na zaciatok,300,0
LL,get/set,nastav na indexe,100,1
LL,vloz,vloz na koniec,200,1
LL,get/set,spristupni na indexe,0,2
LL,get/set,nastav na indexe,100,2
LL,get/set,nastav na indexe,200,2
LL,get/set,spristupni na indexe,100,2
LL,vloz,vloz na index,300,2
LL,get/set,nastav na indexe,100,3
LL,zmaz,zmaz na indexe,100,3
LL,zmaz,zmaz na zaciatku,100,2
LL,get/set,nastav na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,zmaz,zmaz na zaciatku,200,1
LL,vloz,vloz na zaciatok,300,0
LL,get/set,nastav na indexe,100,1
LL,zmaz,zmaz na konci,100,1
LL,vloz,vloz na zaciatok,300,0
LL,get/set,nastav na indexe,100,1
LL,zmaz,zmaz na zaciatku,100,1
LL,vloz,vloz na zaciatok,400,0
LL,index,index prvku,100,1
LL,get/set,nastav na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,vloz,vloz na zaciatok,200,1
LL,get/set,nastav na indexe,100,2
LL,get/set,spristupni na indexe,100,2
LL,get/set,spristupni na indexe,100,2
LL,get/set,nastav na indexe,100,2
LL,get/set,spristupni na indexe,100,2
LL,index,index prvku,0,2
LL,get/set,nastav na indexe,100,2
LL,index,index prvku,200,2
LL,vloz,vloz na zaciatok,200,2
LL,vloz,vloz na index,200,3
LL,vloz,vloz na index,300,4
LL,get/set,spristupni na indexe,100,5
LL,get/set,nastav na indexe,0,5
LL,get/set,spristupni na indexe,0,5
LL,zmaz,zmaz na zaciatku,600,5
LL,get/set,spristupni na indexe,300,4
LL,zmaz,zmaz na konci,500,4
LL,get/set,nastav na indexe,100,3
LL,index,index prvku,100,3
LL,get/set,nastav na indexe,200,3
LL,index,index prvku,0,3
LL,zmaz,zmaz na zaciatku,500,3
LL,vloz,vloz na zaciatok,1300,2
LL,vloz,vloz na koniec,300,3
LL,get/set,nastav na indexe,100,4
LL,index,index prvku,1000,4
LL,zmaz,zmaz na konci,900,4
LL,index,index prvku,100,3
LL,get/set,nastav na indexe,100,3
LL,get/set,nastav na indexe,100,3
LL,get/set,spristupni na indexe,200,3
LL,get/set,spristupni na indexe,200,3
LL,get/set,spristupni na indexe,200,3
LL,vloz,vloz na koniec,300,3
LL,vloz,vloz na zaciatok,300,4
LL,vloz,vloz na koniec,100,5
LL,zmaz,zmaz na zaciatku,100,6
LL,zmaz,zmaz na zaciatku,200,5
LL,get/set,nastav na indexe,100,4
LL,zmaz,zmaz na zaciatku,100,4
LL,get/set,spristupni na indexe,100,3
LL,index,index prvku,200,3
LL,get/set,spristupni na indexe,200,3
LL,index,index prvku,0,3
LL,zmaz,zmaz na indexe,300,3
LL,index,index prvku,100,2
LL,get/set,spristupni na indexe,200,2
LL,zmaz,zmaz na zaciatku,100,2
LL,get/set,spristupni na indexe,200,1
LL,index,index prvku,0,1
LL,get/set,spristupni na indexe,100,1
LL,get/set,spristupni na indexe,200,1
LL,get/set,spristupni na indexe,100,1
LL,vloz,vloz na zaciatok,1500,1
LL,get/set,nastav na indexe,200,2
LL,get/set,spristupni na indexe,100,2
LL,zmaz,zmaz na konci,300,2
LL,get/set,spristupni na indexe,100,1
LL,get/set,nastav na indexe,200,1
LL,get/set,spristupni na indexe,100,1
LL,get/set,nastav na indexe,100,1
LL,zmaz,zmaz na indexe,100,1
LL,vloz,vloz na zaciatok,200,0
LL,get/set,nastav na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,get/set,spristupni na indexe,100,1
LL,get/set,nastav na indexe,100,1
LL,vloz,vloz na zaciatok,300,1
LL,zmaz,zmaz na indexe,600,2
LL,zmaz,zmaz na indexe,400,1
LL,vloz,vloz na zaciatok,4700,0
LL,get/set,nastav na indexe,200,1
LL,vloz,vloz na koniec,300,1
LL,get/set,nastav na indexe,0,2
LL,get/set,spristupni na indexe,100,2
LL,get/set,nastav na indexe,100,2
LL,get/set,spristupni na indexe,200,2
LL,vloz,vloz na index,1000,2
LL,get/set,spristupni na indexe,300,3
LL,index,index prvku,100,3
LL,get/set,spristupni na indexe,100,3
LL,vloz,vloz na koniec,400,3
LL,zmaz,zmaz na konci,700,4
LL,get/set,spristupni na indexe,200,3
LL,zmaz,zmaz na indexe,400,3
LL,zmaz,zmaz na zaciatku,300,2
LL,zmaz,zmaz na zaciatku,300,1
LL,vloz,vloz na zaciatok,600,0
LL,get/set,nastav na indexe,100,1
LL,get/set,nastav na indexe,200,1
LL,get/set,nastav na indexe,0,1
LL,index,index prvku,0,1
LL,zmaz,zmaz na konci,300,1
LL,vloz,vloz na zaciatok,1100,0
LL,get/set,nastav na indexe,100,1
LL,zmaz,zmaz na indexe,100,1
LL,vloz,vloz na zaciatok,100,0
LL,vloz,vloz na zaciatok,100,1
LL,get/set,spristupni na indexe,100,2
LL,vloz,vloz na zaciatok,100,2
LL,zmaz,zmaz na zaciatku,100,3
LL,vloz,vloz na index,100,2
LL,vloz,vloz na index,100,3
LL,index,index prvku,100,4
LL,zmaz,zmaz na indexe,200,4
LL,get/set,spristupni na indexe,100,3
LL,zmaz,zmaz na zaciatku,0,3
LL,get/set,nastav na indexe,100,2
LL,get/set,spristupni na indexe,100,2
LL,index,index prvku,100,2
LL,zmaz,zmaz na zaciatku,100,2
LL,get/set,spristupni na indexe,0,1
LL,zmaz,zmaz na konci,100,1
LL,vloz,vloz na zaciatok,100,0
LL,get/set,nastav na indexe,0,1
LL,vloz,vloz na koniec,200,1
LL,vloz,vloz na koniec,0,2
LL,zmaz,zmaz na zaciatku,100,3
LL,get/set,spristupni na indexe,100,2
LL,get/set,nastav na indexe,0,2
LL,get/set,nastav na indexe,100,2
LL,vloz,vloz na index,100,2
LL,vloz,vloz na koniec,100,3
LL,index,index prvku,100,4
LL,get/set,nastav na indexe,100,4
LL,zmaz,zmaz na indexe,100,4
LL,get/set,nastav na indexe,100,3
LL,get/set,nastav na indexe,100,3
LL,get/set,spristupni na indexe,0,3
LL,vloz,vloz na index,100,3
LL,vloz,vloz na zaciatok,100,4
LL,index,index prvku,100,5
LL,vloz,vloz na koniec,0,5
LL,zmaz,zmaz na zaciatku,100,6
LL,vloz,vloz na index,100,5
LL,index,index prvku,0,6
LL,index,index prvku,0,6
LL,get/set,nastav na indexe,100,6
LL,get/set,nastav na indexe,0,6
LL,get/set,nastav na indexe,100,6
LL,vloz,vloz na koniec,100,6
LL,get/set,spristupni na indexe,100,7
LL,get/set,nastav na indexe,100,7
LL,zmaz,zmaz na zaciatku,0,7
LL,vloz,vloz na index,100,6
LL,get/set,nastav na indexe,0,7
LL,vloz,vloz na index,200,7
LL,get/set,nastav na indexe,100,8
LL,get/set,spristupni na indexe,100,8
LL,zmaz,zmaz na indexe,100,8
LL,get/set,nastav na indexe,100,7
LL,get/set,nastav na indexe,0,7
LL,zmaz,zmaz na konci,200,7
LL,get/set,nastav na indexe,100,6
LL,get/set,nastav na indexe,100,6
LL,vloz,vloz na zaciatok,100,6
LL,get/set,spristupni na indexe,100,7
LL,get/set,nastav na indexe,100,7
LL,get/set,spristupni na indexe,100,7
LL,get/set,spristupni na indexe,100,7
LL,index,index prvku,0,7
LL,vloz,vloz na index,100,7
LL,get/set,spristupni na indexe,100,8
LL,zmaz,zmaz na konci,100,8
LL,zmaz,zmaz na indexe,100,7
LL,get/set,nastav na indexe,100,6
LL,get/set,nastav na indexe,100,6
LL,get/set,nastav na indexe,0,6
LL,zmaz,zmaz na zaciatku,100,6
LL,zmaz,zmaz na indexe,100,5
LL,get/set,spristupni na indexe,0,4
LL,get/set,spristupni na indexe,0,4
LL,vloz,vloz na koniec,200,4
LL,get/set,nastav na indexe,100,5
LL,get/set,spristupni na indexe,100,5
LL,index,index prvku,0,5
LL,get/set,spristupni na indexe,100,5
LL,get/set,nastav na indexe,100,5
LL,get/set,spristupni na indexe,0,5
LL,vloz,vloz na koniec,100,5
LL,index,index prvku,0,6
LL,vloz,vloz na zaciatok,100,6
LL,get/set,spristupni na indexe,100,7
LL,get/set,nastav na indexe,100,7
LL,get/set,nastav na indexe,100,7
LL,get/set,spristupni na indexe,100,7
LL,get/set,spristupni na indexe,200,7
LL,get/set,spristupni na indexe,0,7
LL,get/set,nastav na indexe,100,7
LL,get/set,spristupni na indexe,100,7
LL,get/set,nastav na indexe,0,7
