PQSAL,vloz,3600,0
PQSAL,vloz,2900,1
PQSAL,vloz,900,2
PQSAL,vloz,2500,3
PQSAL,vloz,2800,4
PQSAL,vloz,700,5
PQSAL,vloz,700,6
PQSAL,vyber,400,7
PQSAL,ukaz,200,6
PQSAL,vloz,600,6
PQSAL,vloz,800,7
PQSAL,vloz,2000,8
PQSAL,vyber,200,9
PQSAL,vloz,700,8
PQSAL,ukaz,100,9
PQSAL,vloz,200,9
PQSAL,vyber,100,10
PQSAL,vyber,100,9
PQSAL,vyber,100,8
PQSAL,vyber,100,7
PQSAL,vloz,800,6
PQSAL,vloz,600,7
PQSAL,vloz,900,8
PQSAL,vloz,900,9
PQSAL,vyber,200,10
PQSAL,vyber,100,9
PQSAL,vloz,700,8
PQSAL,vloz,200,9
PQSAL,ukaz,100,10
PQSAL,ukaz,100,10
PQSAL,ukaz,100,10
PQSAL,vloz,900,10
PQSAL,vloz,1100,11
PQSAL,vloz,1600,12
PQSAL,vloz,2100,13
PQSAL,vloz,1100,14
PQSAL,vyber,200,15
PQSAL,vloz,1400,14
PQSAL,vloz,1400,15
PQSAL,vloz,3700,16
PQSAL,vyber,300,17
PQSAL,vloz,2600,16
PQSAL,vyber,400,17
PQSAL,vloz,2200,16
PQSAL,vyber,400,17
PQSAL,vyber,300,16
PQSAL,vloz,2100,15
PQSAL,vloz,500,16
PQSAL,vloz,400,17
PQSAL,vyber,400,18
PQSAL,vloz,2500,17
PQSAL,vloz,400,18
PQSAL,vloz,2900,19
PQSAL,vloz,1600,20
PQSAL,vloz,1500,21
PQSAL,ukaz,200,22
PQSAL,vyber,400,22
PQSAL,vloz,3000,21
PQSAL,vloz,2800,22
PQSAL,vloz,2200,23
PQSAL,vloz,700,24
PQSAL,vloz,1300,25
PQSAL,vyber,200,26
PQSAL,vyber,200,25
PQSAL,vloz,300,24
PQSAL,vloz,1500,25
PQSAL,vyber,100,26
PQSAL,vyber,100,25
PQSAL,vloz,200,24
PQSAL,vyber,100,25
PQSAL,vloz,1200,24
PQSAL,vloz,200,25
PQSAL,vloz,1500,26
PQSAL,vyber,100,27
PQSAL,vloz,300,26
PQSAL,vloz,1600,27
PQSAL,vloz,1100,28
PQSAL,vloz,1000,29
PQSAL,vloz,1600,30
PQSAL,vloz,1500,31
PQSAL,ukaz,100,32
PQSAL,vloz,2000,32
PQSAL,vloz,1000,33
PQSAL,vloz,1600,34
PQSAL,vloz,600,35
PQSAL,vyber,200,36
PQSAL,vyber,200,35
PQSAL,vloz,1400,34
PQSAL,vyber,200,35
PQSAL,vloz,1700,34
PQSAL,vloz,1100,35
PQSAL,vloz,1500,36
PQSAL,vyber,200,37
PQSAL,vyber,100,36
PQSAL,vyber,100,35
PQSAL,vloz,200,34
PQSAL,vloz,1800,35
PQSAL,vyber,100,36
PQSAL,vloz,700,35
PQSAL,vloz,1500,36
PQSAL,vloz,800,37
PQSAL,ukaz,100,38
PQSAL,vyber,200,38
PQSAL,vyber,200,37
PQSAL,vloz,200,36
PQSAL,vloz,1200,37
PQSAL,vloz,1800,38
PQSAL,vloz,200,39
PQSAL,vloz,900,40
PQSAL,vyber,200,41
PQSAL,vyber,200,40
PQSAL,vloz,900,39
PQSAL,vyber,100,40
PQSAL,vloz,200,39
PQSAL,vloz,1300,40
PQSAL,vloz,2000,41
PQSAL,ukaz,100,42
PQSAL,vloz,1300,42
PQSAL,ukaz,200,43
PQSAL,vloz,600,43
PQSAL,vyber,100,44
PQSAL,vloz,1700,43
PQSAL,vyber,200,44
PQSAL,vyber,200,43
PQSAL,vloz,1000,42
PQSAL,vloz,200,43
PQSAL,ukaz,100,44
PQSAL,vloz,8900,44
PQSAL,vloz,1000,45
PQSAL,vloz,1200,46
PQSAL,vloz,800,47
PQSAL,vloz,1200,48
PQSAL,vyber,400,49
PQSAL,vloz,1900,48
PQSAL,vloz,200,49
PQSAL,vloz,1000,50
PQSAL,vloz,600,51
PQSAL,vloz,2100,52
PQSAL,vyber,200,53
PQSAL,vloz,1400,52
PQSAL,vloz,200,53
PQSAL,vyber,200,54
PQSAL,vyber,200,53
PQSAL,vloz,200,52
PQSAL,vloz,2500,53
PQSAL,vyber,200,54
PQSAL,vyber,300,53
PQSAL,vyber,200,52
PQSAL,vloz,200,51
PQSAL,vyber,100,52
PQSAL,vloz,200,51
PQSAL,ukaz,100,52
PQSAL,vloz,700,52
PQSAL,ukaz,100,53
PQSAL,vyber,200,53
PQSAL,vyber,100,52
PQSAL,vloz,1300,51
PQSAL,vyber,100,52
PQSAL,vloz,2400,51
PQSAL,vloz,200,52
PQSAL,vyber,200,53
PQSAL,vloz,1300,52
PQSAL,vloz,2300,53
PQSAL,vloz,1200,54
PQSAL,vloz,200,55
PQSAL,vloz,200,56
PQSAL,vloz,1500,57
PQSAL,vloz,1300,58
PQSAL,vloz,2600,59
PQSAL,vloz,1000,60
PQSAL,vloz,2600,61
PQSAL,vloz,1500,62
PQSAL,vyber,100,63
PQSAL,vloz,2600,62
PQSAL,ukaz,100,63
PQSAL,vloz,2600,63
PQSAL,vloz,3700,64
PQSAL,vloz,200,65
PQSAL,vyber,200,66
PQSAL,vloz,2800,65
PQSAL,vloz,1700,66
PQSAL,vloz,1400,67
PQSAL,vloz,2700,68
PQSAL,ukaz,100,69
PQSAL,vloz,4200,69
PQSAL,vyber,100,70
PQSAL,vyber,100,69
PQSAL,vloz,200,68
PQSAL,vloz,3300,69
PQSAL,vyber,200,70
PQSAL,vloz,2200,69
PQSAL,vloz,900,70
PQSAL,vloz,200,71
PQSAL,vloz,2500,72
PQSAL,vloz,2900,73
PQSAL,vloz,2900,74
PQSAL,vyber,500,75
PQSAL,vloz,3100,74
PQSAL,vyber,200,75
PQSAL,vyber,100,74
PQSAL,vloz,1200,73
PQSAL,vloz,3100,74
PQSAL,vloz,3000,75
PQSAL,vloz,1200,76
PQSAL,vloz,2600,77
PQSAL,vloz,200,78
PQSAL,vyber,200,79
PQSAL,vloz,600,78
PQSAL,vloz,1100,79
PQSAL,vloz,3100,80
PQSAL,vloz,2800,81
PQSAL,vloz,300,82
PQSAL,ukaz,200,83
PQSAL,ukaz,100,83
PQSAL,vyber,200,83
PQSAL,vloz,1300,82
PQSAL,vyber,200,83
PQSAL,vyber,200,82
PQSAL,vloz,3200,81
PQSAL,vloz,300,82
PQSAL,vloz,1600,83
PQSAL,vloz,1300,84
PQSAL,ukaz,100,85
PQSAL,vloz,3100,85
PQSAL,ukaz,100,86
PQSAL,vloz,3200,86
PQSAL,vyber,200,87
PQSAL,vyber,200,86
PQSAL,vyber,200,85
PQSAL,vloz,2900,84
PQSAL,vloz,2900,85
PQSAL,vloz,200,86
PQSAL,vloz,3500,87
PQSAL,vloz,200,88
PQSAL,vyber,100,89
PQSAL,vyber,200,88
PQSAL,vloz,3500,87
PQSAL,vyber,100,88
PQSAL,vloz,3200,87
PQSAL,ukaz,100,88
PQSAL,vloz,200,88
PQSAL,vyber,100,89
PQSAL,vloz,200,88
PQSAL,vyber,200,89
PQSAL,vloz,300,88
PQSAL,vyber,100,89
PQSAL,vloz,2400,88
PQSAL,vloz,3200,89
PQSAL,vloz,200,90
PQSAL,vloz,1900,91
PQSAL,vloz,7100,92
PQSAL,vyber,300,93
PQSAL,vloz,500,92
PQSAL,vyber,400,93
PQSAL,vloz,1700,92
PQSAL,vloz,2800,93
PQSAL,vloz,2400,94
PQSAL,vloz,400,95
PQSAL,vloz,500,96
PQSAL,vyber,500,97
PQSAL,vloz,500,96
PQSAL,vyber,400,97
PQSAL,vyber,400,96
PQSAL,vloz,2100,95
PQSAL,vyber,300,96
PQSAL,vloz,1500,95
PQSAL,vloz,500,96
PQSAL,vloz,8500,97
PQSAL,vloz,8100,98
PQSAL,vloz,5000,99
PQSAL,vyber,300,100
PQSAL,vyber,200,99
PQSAL,vyber,100,98
PQSAL,vloz,3300,97
PQSAL,vloz,1600,98
PQSAL,vyber,100,99
PQSAL,vloz,300,98
PQSAL,vloz,200,99
PQSAL,ukaz,100,100
PQSAL,vloz,4000,100
PQSAL,vloz,800,101
PQSAL,ukaz,100,102
PQSAL,vloz,4100,102
PQSAL,vloz,3400,103
PQSAL,vloz,1500,104
PQSAL,vloz,9300,105
PQSAL,vloz,4300,106
PQSAL,vloz,2100,107
PQSAL,vloz,3800,108
PQSAL,vyber,100,109
PQSAL,vloz,3800,108
PQSAL,vloz,200,109
PQSAL,vloz,4100,110
PQSAL,vloz,4100,111
PQSAL,vloz,4300,112
PQSAL,vloz,4300,113
PQSAL,vyber,200,114
PQSAL,vloz,3400,113
PQSAL,vyber,100,114
PQSAL,vloz,4200,113
PQSAL,vloz,3700,114
PQSAL,vloz,200,115
PQSAL,vloz,3100,116
PQSAL,vyber,100,117
PQSAL,vloz,2800,116
PQSAL,vyber,200,117
PQSAL,ukaz,100,116
PQSAL,vyber,100,116
PQSAL,vloz,2900,115
PQSAL,vloz,200,116
PQSAL,vyber,200,117
PQSAL,vyber,100,116
PQSAL,vloz,1400,115
PQSAL,vyber,100,116
PQSAL,vloz,3200,115
PQSAL,vloz,2000,116
PQSAL,vloz,200,117
PQSAL,vyber,100,118
PQSAL,vloz,3500,117
PQSAL,vloz,3100,118
PQSAL,vloz,3800,119
PQSAL,vloz,1100,120
PQSAL,vloz,4600,121
PQSAL,vyber,300,122
PQSAL,vyber,100,121
PQSAL,vyber,200,120
PQSAL,vyber,200,119
PQSAL,vyber,300,118
PQSAL,vloz,300,117
PQSAL,vloz,4800,118
PQSAL,vloz,4500,119
PQSAL,vyber,200,120
PQSAL,vloz,3000,119
PQSAL,vloz,2700,120
PQSAL,vloz,2700,121
PQSAL,vloz,200,122
PQSAL,vyber,200,123
PQSAL,vyber,100,122
PQSAL,vloz,3800,121
PQSAL,vloz,4700,122
PQSAL,vyber,200,123
PQSAL,vyber,200,122
PQSAL,vloz,200,121
PQSAL,vyber,200,122
PQSAL,vyber,100,121
PQSAL,ukaz,100,120
PQSAL,vloz,2100,120
PQSAL,vloz,4400,121
PQSAL,vloz,1600,122
PQSAL,vyber,200,123
PQSAL,vloz,200,122
PQSAL,vloz,4800,123
PQSAL,vloz,4800,124
PQSAL,vloz,1000,125
PQSAL,vloz,200,126
PQSAL,vloz,3300,127
PQSAL,vyber,200,128
PQSAL,vloz,3100,127
PQSAL,vloz,2200,128
PQSAL,vyber,200,129
PQSAL,vloz,4100,128
PQSAL,vloz,200,129
PQSAL,vloz,3300,130
PQSAL,vyber,200,131
PQSAL,vloz,3600,130
PQSAL,vyber,200,131
PQSAL,vloz,2300,130
PQSAL,vloz,1900,131
PQSAL,vyber,200,132
PQSAL,vloz,3000,131
PQSAL,vyber,200,132
PQSAL,vloz,200,131
PQSAL,vyber,200,132
PQSAL,vloz,4300,131
PQSAL,vloz,800,132
PQSAL,vloz,2800,133
PQSAL,vloz,3400,134
PQSAL,vyber,100,135
PQSAL,vyber,200,134
PQSAL,vyber,100,133
PQSAL,vloz,4800,132
PQSAL,vloz,2500,133
PQSAL,vloz,200,134
PQSAL,vloz,1700,135
PQSAL,vyber,100,136
PQSAL,vloz,3800,135
PQSAL,ukaz,100,136
PQSAL,vloz,1500,136
PQSAL,vloz,700,137
PQSAL,ukaz,100,138
PQSAL,vloz,1100,138
PQSAL,vloz,200,139
PQSAL,vyber,200,140
PQSAL,vyber,200,139
PQSAL,vloz,200,138
PQSAL,vloz,2100,139
PQSAL,vloz,4100,140
PQSAL,vloz,3200,141
PQSAL,vyber,100,142
PQSAL,vloz,3700,141
PQSAL,vloz,2500,142
PQSAL,vloz,200,143
PQSAL,vloz,3900,144
PQSAL,vyber,200,145
PQSAL,vloz,5400,144
PQSAL,vloz,200,145
PQSAL,vloz,7800,146
PQSAL,vyber,300,147
PQSAL,vyber,200,146
PQSAL,vloz,200,145
PQSAL,vyber,200,146
PQSAL,vloz,1800,145
PQSAL,vloz,3200,146
PQSAL,ukaz,200,147
PQSAL,vloz,200,147
PQSAL,vyber,200,148
PQSAL,vloz,200,147
PQSAL,vloz,200,148
PQSAL,vyber,200,149
PQSAL,vloz,200,148
PQSAL,vloz,3600,149
PQSAL,vloz,8400,150
PQSAL,vloz,5800,151
PQSAL,vyber,200,152
PQSAL,vyber,200,151
PQSAL,vloz,200,150
PQSAL,vloz,5800,151
PQSAL,ukaz,100,152
PQSAL,vloz,2600,152
PQSAL,vloz,6200,153
PQSAL,ukaz,100,154
PQSAL,vyber,200,154
PQSAL,vloz,5400,153
PQSAL,vloz,300,154
PQSAL,vyber,200,155
PQSAL,vyber,200,154
PQSAL,vloz,1100,153
PQSAL,vyber,100,154
PQSAL,vloz,300,153
PQSAL,vloz,2000,154
PQSAL,vloz,5800,155
PQSAL,vyber,100,156
PQSAL,vloz,200,155
PQSAL,vyber,200,156
PQSAL,vloz,700,155
PQSAL,vloz,5900,156
PQSAL,vloz,300,157
PQSAL,ukaz,100,158
PQSAL,vloz,900,158
PQSAL,vloz,6200,159
PQSAL,vloz,3300,160
PQSAL,vloz,5000,161
PQSAL,vloz,5800,162
PQSAL,vloz,6000,163
PQSAL,vloz,6200,164
PQSAL,vloz,2200,165
PQSAL,vyber,200,166
PQSAL,vloz,800,165
PQSAL,vloz,4400,166
PQSAL,vloz,6300,167
PQSAL,vloz,4300,168
PQSAL,vloz,6200,169
PQSAL,vloz,5000,170
PQSAL,vloz,1200,171
PQSAL,vloz,200,172
PQSAL,vyber,100,173
PQSAL,vloz,6200,172
PQSAL,vyber,100,173
PQSAL,vloz,200,172
PQSAL,vloz,6300,173
PQSAL,vloz,1800,174
PQSAL,vloz,200,175
PQSAL,vloz,6200,176
PQSAL,vyber,200,177
PQSAL,vloz,6700,176
PQSAL,vloz,200,177
PQSAL,vyber,100,178
PQSAL,vloz,2900,177
PQSAL,vloz,3900,178
PQSAL,vloz,4000,179
PQSAL,vloz,6500,180
PQSAL,vloz,3800,181
PQSAL,vloz,6800,182
PQSAL,vloz,7100,183
PQSAL,vloz,6300,184
PQSAL,vyber,100,185
PQSAL,vloz,5500,184
PQSAL,vloz,3700,185
PQSAL,vloz,5200,186
PQSAL,vyber,200,187
PQSAL,ukaz,100,186
PQSAL,vyber,100,186
PQSAL,vyber,200,185
PQSAL,vloz,6100,184
PQSAL,vyber,200,185
PQSAL,vloz,300,184
PQSAL,vloz,6800,185
PQSAL,vyber,200,186
PQSAL,vyber,200,185
PQSAL,vloz,4800,184
PQSAL,vloz,200,185
PQSAL,vloz,200,186
PQSAL,vyber,200,187
PQSAL,vloz,3800,186
PQSAL,vyber,100,187
PQSAL,vloz,6600,186
PQSAL,vyber,100,187
PQSAL,vloz,6600,186
PQSAL,vloz,4300,187
PQSAL,vyber,300,188
PQSAL,vloz,1400,187
PQSAL,ukaz,100,188
PQSAL,vyber,200,188
PQSAL,vloz,300,187
PQSAL,vyber,100,188
PQSAL,vloz,6700,187
PQSAL,vyber,200,188
PQSAL,vloz,6700,187
PQSAL,vyber,200,188
PQSAL,vloz,6100,187
PQSAL,vloz,300,188
PQSAL,vloz,7100,189
PQSAL,vyber,200,190
PQSAL,vyber,200,189
PQSAL,vyber,200,188
PQSAL,vloz,900,187
PQSAL,vloz,3600,188
PQSAL,vyber,200,189
PQSAL,vloz,6600,188
PQSAL,vloz,200,189
PQSAL,vloz,7000,190
PQSAL,vloz,3000,191
PQSAL,vloz,6800,192
PQSAL,vloz,7100,193
PQSAL,vloz,7000,194
PQSAL,vloz,2500,195
PQSAL,ukaz,100,196
PQSAL,vloz,7200,196
PQSAL,vyber,100,197
PQSAL,vloz,7000,196
PQSAL,vloz,7300,197
PQSAL,vyber,200,198
PQSAL,vloz,3700,197
PQSAL,vloz,200,198
PQSAL,vloz,7100,199
PQSAL,vyber,100,200
PQSAL,vloz,200,199
PQSAL,vloz,4900,200
PQSAL,vloz,7400,201
PQSAL,vyber,100,202
PQSAL,ukaz,100,201
PQSAL,vloz,7000,201
PQSAL,vloz,7400,202
PQSAL,vloz,6700,203
PQSAL,vloz,6000,204
PQSAL,vloz,200,205
PQSAL,ukaz,100,206
PQSAL,vloz,1600,206
PQSAL,vloz,7700,207
PQSAL,vyber,200,208
PQSAL,vloz,200,207
PQSAL,vyber,200,208
PQSAL,vloz,7600,207
PQSAL,vloz,8700,208
PQSAL,vloz,7700,209
PQSAL,vloz,9100,210
PQSAL,vloz,2000,211
PQSAL,vloz,3400,212
PQSAL,vloz,4600,213
PQSAL,vyber,200,214
PQSAL,vloz,7800,213
PQSAL,vloz,7800,214
PQSAL,vloz,7900,215
PQSAL,vloz,200,216
PQSAL,vloz,1000,217
PQSAL,vloz,13500,218
PQSAL,vloz,13900,219
PQSAL,ukaz,200,220
PQSAL,vyber,300,220
PQSAL,vloz,1600,219
PQSAL,vloz,7900,220
PQSAL,vloz,4700,221
PQSAL,vloz,7400,222
PQSAL,vloz,7700,223
PQSAL,vloz,4000,224
PQSAL,vloz,400,225
PQSAL,ukaz,100,226
PQSAL,vloz,1500,226
