AL,vloz,vloz na zaciatok,12700,0
AL,index,index prvku,100,1
AL,zmaz,zmaz na konci,200,1
AL,vloz,vloz na zaciatok,100,0
AL,get/set,spristupni na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,index,index prvku,100,1
AL,index,index prvku,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,index,index prvku,100,1
AL,index,index prvku,100,1
AL,index,index prvku,100,1
AL,zmaz,zmaz na indexe,100,1
AL,vloz,vloz na zaciatok,100,0
AL,get/set,nastav na indexe,100,1
AL,zmaz,zmaz na konci,0,1
AL,vloz,vloz na zaciatok,0,0
AL,get/set,nastav na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,vloz,vloz na koniec,100,1
AL,get/set,nastav na indexe,0,2
AL,index,index prvku,200,2
AL,get/set,nastav na indexe,100,2
AL,zmaz,zmaz na konci,0,2
AL,index,index prvku,100,1
AL,index,index prvku,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,index,index prvku,100,1
AL,get/set,nastav na indexe,100,1
AL,get/set,nastav na indexe,0,1
AL,get/set,nastav na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,spristupni na indexe,0,1
AL,get/set,spristupni na indexe,100,1
AL,get/set,nastav na indexe,100,1
AL,zmaz,zmaz na indexe,100,1
AL,vloz,vloz na zaciatok,0,0
AL,zmaz,zmaz na konci,100,1
AL,vloz,vloz na zaciatok,100,0
AL,get/set,spristupni na indexe,100,1
AL,vloz,vloz na zaciatok,1200,1
AL,zmaz,zmaz na indexe,100,2
AL,index,index prvku,100,1
AL,get/set,spristupni na indexe,100,1
AL,vloz,vloz na index,600,1
AL,zmaz,zmaz na indexe,700,2
AL,vloz,vloz na zaciatok,500,1
AL,vloz,vloz na zaciatok,500,2
AL,vloz,vloz na koniec,100,3
AL,zmaz,zmaz na zaciatku,500,4
AL,zmaz,zmaz na indexe,100,3
AL,vloz,vloz na zaciatok,500,2
AL,get/set,spristupni na indexe,100,3
AL,get/set,nastav na indexe,100,3
AL,vloz,vloz na index,500,3
AL,vloz,vloz na index,1800,4
AL,get/set,nastav na indexe,0,5
AL,vloz,vloz na index,500,5
AL,get/set,spristupni na indexe,100,6
AL,get/set,nastav na indexe,100,6
AL,get/set,nastav na indexe,0,6
AL,zmaz,zmaz na indexe,500,6
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,vloz,vloz na index,500,5
AL,get/set,nastav na indexe,100,6
AL,get/set,nastav na indexe,100,6
AL,index,index prvku,100,6
AL,vloz,vloz na index,400,6
AL,get/set,nastav na indexe,100,7
AL,zmaz,zmaz na zaciatku,500,7
AL,index,index prvku,100,6
AL,index,index prvku,200,6
AL,zmaz,zmaz na zaciatku,500,6
AL,index,index prvku,100,5
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,zmaz,zmaz na konci,100,5
AL,vloz,vloz na zaciatok,500,4
AL,zmaz,zmaz na zaciatku,400,5
AL,vloz,vloz na index,400,4
AL,get/set,nastav na indexe,0,5
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,0,5
AL,get/set,spristupni na indexe,100,5
AL,vloz,vloz na index,500,5
AL,zmaz,zmaz na konci,100,6
AL,get/set,nastav na indexe,100,5
AL,index,index prvku,100,5
AL,get/set,nastav na indexe,100,5
AL,vloz,vloz na koniec,0,5
AL,get/set,spristupni na indexe,100,6
AL,get/set,nastav na indexe,100,6
AL,zmaz,zmaz na indexe,500,6
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,zmaz,zmaz na zaciatku,400,5
AL,vloz,vloz na koniec,100,4
AL,get/set,nastav na indexe,100,5
AL,zmaz,zmaz na konci,100,5
AL,zmaz,zmaz na konci,100,4
AL,vloz,vloz na koniec,100,3
AL,get/set,spristupni na indexe,100,4
AL,zmaz,zmaz na konci,100,4
AL,get/set,nastav na indexe,100,3
AL,index,index prvku,100,3
AL,get/set,spristupni na indexe,100,3
AL,get/set,nastav na indexe,100,3
AL,vloz,vloz na koniec,0,3
AL,index,index prvku,200,4
AL,get/set,nastav na indexe,100,4
AL,zmaz,zmaz na indexe,700,4
AL,vloz,vloz na koniec,100,3
AL,zmaz,zmaz na konci,100,4
AL,get/set,nastav na indexe,100,3
AL,get/set,spristupni na indexe,100,3
AL,vloz,vloz na koniec,100,3
AL,get/set,nastav na indexe,100,4
AL,index,index prvku,100,4
AL,vloz,vloz na index,3500,4
AL,get/set,nastav na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,0,5
AL,get/set,spristupni na indexe,100,5
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,index,index prvku,200,5
AL,get/set,nastav na indexe,0,5
AL,vloz,vloz na zaciatok,400,5
AL,vloz,vloz na zaciatok,400,6
AL,get/set,spristupni na indexe,100,7
AL,zmaz,zmaz na konci,100,7
AL,zmaz,zmaz na zaciatku,500,6
AL,get/set,spristupni na indexe,100,5
AL,vloz,vloz na zaciatok,500,5
AL,zmaz,zmaz na indexe,500,6
AL,get/set,nastav na indexe,100,5
AL,get/set,spristupni na indexe,100,5
AL,vloz,vloz na koniec,0,5
AL,get/set,nastav na indexe,100,6
AL,index,index prvku,100,6
AL,vloz,vloz na koniec,100,6
AL,get/set,spristupni na indexe,100,7
AL,get/set,spristupni na indexe,100,7
AL,get/set,nastav na indexe,100,7
AL,zmaz,zmaz na indexe,400,7
AL,get/set,nastav na indexe,100,6
AL,get/set,nastav na indexe,100,6
AL,get/set,nastav na indexe,100,6
AL,zmaz,zmaz na indexe,500,6
AL,get/set,spristupni na indexe,100,5
AL,vloz,vloz na zaciatok,400,5
AL,get/set,nastav na indexe,100,6
AL,vloz,vloz na zaciatok,500,6
AL,vloz,vloz na zaciatok,400,7
AL,vloz,vloz na index,1600,8
AL,vloz,vloz na zaciatok,800,9
AL,get/set,nastav na indexe,100,10
AL,zmaz,zmaz na zaciatku,500,10
AL,index,index prvku,100,9
AL,zmaz,zmaz na zaciatku,500,9
AL,vloz,vloz na index,400,8
