0,1.32e-05,1
0,6.4e-06,2
0,4.4e-06,3
0,4.3e-06,4
0,4.1e-06,5
0,4.2e-06,6
0,4.2e-06,7
0,4.3e-06,8
0,6.8e-06,9
0,4.3e-06,10
0,6.4e-06,11
0,4.3e-06,12
0,4.6e-06,13
0,7.6e-06,14
0,1.81e-05,15
0,4.3e-06,16
0,4.3e-06,17
0,6.6e-06,18
0,4.2e-06,19
0,6.5e-06,20
0,4.2e-06,21
0,5.4e-06,22
0,6.4e-06,23
0,4.2e-06,24
0,4.2e-06,25
0,6.3e-06,26
0,4.1e-06,27
0,4.2e-06,28
0,4.2e-06,29
0,6.8e-06,30
0,6.6e-06,31
0,4.2e-06,32
0,4.3e-06,33
0,6.8e-06,34
0,4.2e-06,35
0,4.3e-06,36
0,4.1e-06,37
0,4.2e-06,38
0,6.9e-06,39
0,4.2e-06,40
0,6.4e-06,41
0,4.1e-06,42
0,7e-06,43
0,4.1e-06,44
0,4e-06,45
0,4.2e-06,46
0,4.1e-06,47
0,6.8e-06,48
0,2.71e-05,49
0,1.31e-05,50
0,4.2e-06,51
0,4.2e-06,52
0,6.6e-06,53
0,4.1e-06,54
0,4.1e-06,55
0,6.5e-06,56
0,7.3e-06,57
0,6.8e-06,58
0,4.1e-06,59
0,4.3e-06,60
0,4.2e-06,61
0,4.1e-06,62
0,4.2e-06,63
0,6.5e-06,64
0,4.1e-06,65
0,7.4e-06,66
0,4.2e-06,67
0,6.7e-06,68
0,4.3e-06,69
0,4.2e-06,70
0,6.8e-06,71
0,6.9e-06,72
0,4e-06,73
0,4e-06,74
0,4.1e-06,75
0,4.2e-06,76
0,6.5e-06,77
0,4.1e-06,78
0,4.1e-06,79
0,4.2e-06,80
0,4.3e-06,81
0,7.1e-06,82
0,4.3e-06,83
0,1.95e-05,84
0,2.9e-05,85
0,7.5e-06,86
0,4.1e-06,87
0,7.5e-06,88
0,4.2e-06,89
0,4.1e-06,90
0,4.2e-06,91
0,4.2e-06,92
0,4.1e-06,93
0,4.2e-06,94
0,8.1e-06,95
0,1.78e-05,96
0,4.4e-06,97
0,4e-06,98
0,4.2e-06,99
0,6.9e-06,100
0,4e-06,101
0,5.6e-06,102
0,4.4e-06,103
0,8e-06,104
0,6.5e-06,105
0,4.1e-06,106
0,4e-06,107
0,6.6e-06,108
0,8e-06,109
0,4.1e-06,110
0,7.1e-06,111
0,4.1e-06,112
0,6.7e-06,113
0,6.8e-06,114
0,4.1e-06,115
0,4.2e-06,116
0,4.2e-06,117
0,4.6e-06,118
0,7.7e-06,119
0,1.29e-05,120
0,7.7e-06,121
0,4.3e-06,122
0,4.1e-06,123
0,4.2e-06,124
0,8.3e-06,125
0,4.2e-06,126
0,6.4e-06,127
0,4.1e-06,128
0,7.1e-06,129
0,4.1e-06,130
0,4.2e-06,131
0,4.1e-06,132
0,4.1e-06,133
0,4.1e-06,134
0,8.2e-06,135
0,7.9e-06,136
0,4.1e-06,137
0,4.3e-06,138
0,6.9e-06,139
0,4.1e-06,140
0,4.1e-06,141
0,6.9e-06,142
0,4.3e-06,143
0,4e-06,144
0,4.1e-06,145
0,4.2e-06,146
0,4.1e-06,147
0,7.4e-06,148
0,8.2e-06,149
0,4.1e-06,150
0,4.2e-06,151
0,4.2e-06,152
0,7.5e-06,153
0,7.4e-06,154
0,2.08e-05,155
0,4.2e-06,156
0,4.3e-06,157
0,4.3e-06,158
0,4.1e-06,159
0,4.2e-06,160
0,4e-06,161
0,4.2e-06,162
0,4.1e-06,163
0,7.6e-06,164
0,4.3e-06,165
0,4.3e-06,166
0,4.1e-06,167
0,4.2e-06,168
0,4.1e-06,169
0,4e-06,170
0,8.9e-06,171
0,4.2e-06,172
0,9.1e-06,173
0,4.2e-06,174
0,4.1e-06,175
0,6.4e-06,176
0,4.2e-06,177
0,4.1e-06,178
0,4.1e-06,179
0,4e-06,180
0,6.7e-06,181
0,4.2e-06,182
0,1.41e-05,183
0,8.4e-06,184
0,7e-06,185
0,4.2e-06,186
0,4.1e-06,187
0,4.6e-06,188
0,7.4e-06,189
0,1.3e-05,190
0,4.3e-06,191
0,4.1e-06,192
0,9.1e-06,193
0,4.2e-06,194
0,8.8e-06,195
0,8.4e-06,196
0,7.9e-06,197
0,4.1e-06,198
0,4.2e-06,199
0,4.9e-06,200
0,4.1e-06,201
0,4.2e-06,202
0,8.6e-06,203
0,4.2e-06,204
0,4.2e-06,205
0,4.2e-06,206
0,4.3e-06,207
0,4.2e-06,208
0,4.2e-06,209
0,4.2e-06,210
0,9.6e-06,211
0,4.1e-06,212
0,9.5e-06,213
0,4.3e-06,214
0,4.2e-06,215
0,4.1e-06,216
0,9.3e-06,217
0,6.9e-06,218
0,4.2e-06,219
0,7.6e-06,220
0,8.7e-06,221
0,4.4e-06,222
0,4.4e-06,223
