1,1,34
1,2,66
1,3,106
1,4,153
1,5,119
1,6,144
1,7,175
1,8,304
1,9,276
1,10,482
1,11,267
1,12,370
2,1,48
2,2,100
2,3,144
2,4,220
2,5,267
2,6,322
2,7,343
2,8,379
2,9,657
2,10,521
2,11,760
2,12,598
3,1,73
3,2,163
3,3,208
3,4,327
3,5,400
3,6,425
3,7,488
3,8,566
3,9,676
3,10,709
3,11,1042
3,12,1118
4,1,93
4,2,187
4,3,280
4,4,372
4,5,468
4,6,577
4,7,824
4,8,926
4,9,848
4,10,990
4,11,1019
4,12,1165
5,1,118
5,2,241
5,3,388
5,4,466
5,5,593
5,6,701
5,7,828
5,8,934
5,9,1770
5,10,1296
5,11,1348
5,12,1455
6,1,152
6,2,277
6,3,423
6,4,562
6,5,712
6,6,841
6,7,1018
6,8,1152
6,9,1289
6,10,1456
6,11,1535
6,12,1743
7,1,166
7,2,330
7,3,511
7,4,654
7,5,821
7,6,983
7,7,1141
7,8,1313
7,9,1465
7,10,1634
7,11,1788
7,12,1966
8,1,189
8,2,374
8,3,560
8,4,748
8,5,943
8,6,1117
8,7,1300
8,8,1496
8,9,1680
8,10,1869
8,11,2049
8,12,2227
9,1,212
9,2,422
9,3,631
9,4,838
9,5,1045
9,6,1263
9,7,1468
9,8,1690
9,9,1894
9,10,2102
9,11,2324
9,12,2924
10,1,234
10,2,466
10,3,696
10,4,943
10,5,1165
10,6,1399
10,7,1880
10,8,1981
10,9,2238
10,10,2337
10,11,2585
10,12,2819
